track_id,artist_name,track_title,track_genre_top,track_genres_all,set_split
030519,Trash80,Icarus,Electronic,"Chiptune, Chip Music, Dance, Electronic",training
030520,Trash80,Robot Sneakers,Electronic,"Chiptune, Chip Music, Dance, Electronic",training
030521,Trash80,Missing You,Electronic,"Chiptune, Chip Music, Dance, Electronic",training
030522,Trash80,At Teh Disko,Electronic,"Chiptune, Chip Music, Dance, Electronic",training
030636,"If, Bwana",connecticut,Experimental,"Noise, Avant-Garde, Unclassifiable, Experimental",training
030682,Boom Dispenser,Daymare (Meth Lounge mix by Fez Dispenser),Experimental,"Minimalism, Experimental, Musique Concrete",validation
030690,Ambient Fabric,Magma,Experimental,"Avant-Garde, Musique Concrete, Experimental, Electroacoustic",training
030702,Gurdonark,Walk through Trees,Experimental,"Avant-Garde, Musique Concrete, Experimental, Electroacoustic",validation
030740,Paul Metzger,Part IV,Experimental,"Avant-Garde, Experimental",training
030895,Digi G'Alessio,Camuffarsi e Mantenere la Calma (Al Pianobar),Electronic,"Dance, Dubstep, Trip-Hop, Electronic",validation
031040,Christian Bjoerklund,Hallon,Electronic,Electronic,training
031041,Christian Bjoerklund,5,Electronic,Electronic,training
031042,Christian Bjoerklund,FB-01_#2,Electronic,Electronic,training
031043,Christian Bjoerklund,The Professor's Lab,Electronic,Electronic,training
031044,Christian Bjoerklund,In The Belly Of Gorgul,Electronic,Electronic,training
031165,BNegão & Seletores de Freqüência,A palavra / O primeiro passo,International,"International, Brazilian, Reggae - Dub",training
031356,Spectre Folk,Toot Toot,Folk,"Psych-Folk, Folk, Freak-Folk",training
031389,Amy Sayer,Last Night,Folk,"Folk, British Folk",training
031390,Amy Sayer,Hands of Time,Folk,"Folk, British Folk",training
031391,Amy Sayer,More Love,Folk,"Folk, British Folk",training
031392,Amy Sayer,Siren Song,Folk,"Folk, British Folk",training
031568,Nameless Dancers,Morning News,Electronic,"House, Electronic",validation
031807,Fuck Buddies,Oh Eve,Folk,"Folk, Singer-Songwriter",training
031887,Louise Ebrel and Ifig Flatres,Gavotte,International,"Celtic, International, French",training
031888,Louise Ebrel and Ifig Flatres,Pach Pi,International,"Celtic, International, French",training
031889,Louise Ebrel and Ifig Flatres,Pierig a Fransoazig,International,"Celtic, International, French",training
031999,Twin Sister,I Want a House,Rock,"Indie-Rock, Rock",training
032001,Twin Sister,Ginger,Rock,"Indie-Rock, Rock",training
032021,Das Black Milk,Christmas,Rock,"Rock, Garage",training
032075,Single Bullet Theory,Rocker's Night Out (Punk for a Day),Rock,"Punk, Rock, Power-Pop",training
032081,Single Bullet Theory,Miss Two Knives,Rock,"Punk, Rock, Power-Pop",training
032218,Monokle & Galun,Happy Sun,Electronic,Electronic,training
032325,Plushgoolash,Krime,Pop,Pop,training
032326,Plushgoolash,Spatabit,Pop,Pop,training
032327,Plushgoolash,Mr Head Talks About His Testic,Pop,Pop,training
032328,Plushgoolash,A Frog's Cheese,Pop,Pop,training
032329,Plushgoolash,Elephant Juice,Pop,Pop,training
032330,Plushgoolash,Happy Birthday to Your Mother,Pop,Pop,training
032331,Plushgoolash,My Purple Shirt,Pop,Pop,training
032332,Plushgoolash,Les,Pop,Pop,training
032333,Plushgoolash,Bride of Chucky,Pop,Pop,training
032334,Plushgoolash,Brown Rainbows,Pop,Pop,training
032335,Plushgoolash,Legs on a Wine Glass,Pop,Pop,training
032336,Plushgoolash,Blatant Drunken Lies,Pop,Pop,training
032337,Plushgoolash,I Invented Everything,Pop,Pop,training
032338,Plushgoolash,Bad Boy,Pop,Pop,training
032339,Plushgoolash,The Crap Lion,Pop,Pop,training
032340,Plushgoolash,A Man Called Dave,Pop,Pop,training
032433,Crazy Games,Wake Up,Electronic,"Chiptune, Chip Music, Electronic",training
032435,Go Gadget,Password,Electronic,"Chiptune, Chip Music, Electronic",test
032437,Big Bang Boom,Healing,Electronic,"Chiptune, Chip Music, Electronic",training
032438,You Kill My Brother,Go! Go! Go!,Electronic,"Chiptune, Chip Music, Electronic",training
032439,Son Of A Bit!,Chased By A Running Chupacabra,Electronic,"Chiptune, Chip Music, Electronic",training
032525,Secret Cities,I Can't Help Falling in Love with You,Pop,"Pop, Experimental Pop",training
032686,transient,Class,Hip-Hop,"Hip-Hop, Breakbeat",training
032687,transient,You and Me,Hip-Hop,"Hip-Hop, Breakbeat",training
032689,transient,Lazy Groove,Hip-Hop,"Hip-Hop, Breakbeat",training
032693,transient,Organic,Hip-Hop,"Hip-Hop, Breakbeat",training
032694,transient,Take a Trip and Never Leave the Farm,Hip-Hop,"Hip-Hop, Breakbeat",training
032695,transient,In Too Deep,Hip-Hop,"Hip-Hop, Breakbeat",training
032755,Anitek,Teknical Development,Hip-Hop,Hip-Hop,training
032756,Robin Grey,Ninety Days,Folk,Folk,validation
032759,Heifervescent,And The Pond Life Flourished,Pop,Pop,training
032760,Christophe Marc,Bury The Doubt,Pop,Pop,training
032800,Yair Yona,It's Not The Heat (It's The Humidity),Folk,"Folk, British Folk",training
032882,Katrah-Quey,Crown City Rockers - No Sense (Remix),Hip-Hop,Hip-Hop,training
033020,Dublin Duck Dispensary,Whistling/Cartoons,Rock,"Indie-Rock, Lo-Fi, Rock",training
033049,Eric Lindley,Carnival,Folk,"Folk, Singer-Songwriter",training
033050,Eric Lindley,It's Funny,Folk,"Folk, Singer-Songwriter",training
033064,Willow,Little Toys,Electronic,Electronic,training
033067,Chico Trujillo,Gran Pecador,International,"International, Latin America, Cumbia",training
033068,Chico Trujillo,Loca,International,"International, Latin America, Cumbia",training
033069,Chico Trujillo,Sombrero - Calentones,International,"International, Latin America, Cumbia",training
033070,Chico Trujillo,Villera Mistica,International,"International, Latin America, Cumbia",training
033071,Chico Trujillo,La Gata Bajo La Lluvia,International,"International, Latin America, Cumbia",training
033072,Chico Trujillo,Lanzaplatos,International,"International, Latin America, Cumbia",training
033123,Elisa Luu,Piano  5-1,Electronic,"Ambient Electronic, Downtempo, Electronic",training
033124,Menion,Colazione su saturno,Electronic,"Electronic, Downtempo",training
033203,Maryos,African Era,Electronic,Electronic,training
033216,Alexandrina,Noi Doi (Silent Strike Remix),Electronic,"Dance, IDM, Electronic, Dubstep, Techno, House",training
033221,Suie Paparude,Belladonna,Electronic,"Dance, IDM, Electronic, Dubstep, Techno, House",training
033278,Bing and Ruth,Rails,Experimental,"Minimalism, Experimental",training
033415,runa simi language singer,Folklore Inca-Qheswa,International,"International, Latin America",training
033422,BANDA TIPICA LOS AUTENTICOS DE MARKA MARKA,DIANA      Quiñota   Chumbivilcas(2),International,"International, Latin America",training
033424,las Salcabambinitas,???,International,"International, Latin America",training
033426,CONCHACCOTA PROGRESO GRAU,CANTOS DE LAS JOVENES,International,"International, Latin America",training
033446,Yair Yona,Mad About You,Folk,Folk,training
033459,Unrest,Cherry Cherry,Rock,"Indie-Rock, Rock",training
033460,Unrest,So Sick,Rock,"Indie-Rock, Rock",training
033461,Unrest,Make Out Club,Rock,"Indie-Rock, Rock",training
033465,Unrest,West Coast Love Affair,Rock,"Indie-Rock, Rock",training
033477,Ran Slavin,"Some nights when our dreams were scratched away, we tried to remain calm with the Single String Charmer",Experimental,"Experimental, Drone",training
033486,Greg Davis,location 6,Experimental,"Experimental, Field Recordings",validation
033538,Calexico,Roka,Rock,Rock,training
033992,The Pleasure Kills,Oblivion,Rock,"Punk, Rock, Power-Pop",test
034003,Andrij Orel,On Eerie Bonds,Experimental,"Avant-Garde, Improv, Experimental",training
034147,Yair Yona,05 Russian Dance,Folk,Folk,training
034167,Blitz The Ambassador,WFMU Freestyle,Hip-Hop,Hip-Hop,training
034257,Bebe Fang,Ocean,Experimental,"Minimalism, Experimental",training
034258,Bebe Fang,Work,Experimental,"Minimalism, Experimental",training
034263,Bebe Fang,Nature's Cry,Experimental,"Minimalism, Experimental",training
034484,Not From This World,Comic Topic,Folk,Folk,training
034510,Cecilia Lopez,Section 5,Experimental,"Avant-Garde, Experimental",training
034511,Symfoniorkestern,Vilse (Slutet Cover),Pop,Pop,training
034994,6 or 7,Dear Listener,Experimental,"Avant-Garde, Experimental, Musique Concrete, Sound Poetry, Field Recordings",training
034996,Ambient Fabric,Ritual,Experimental,"Avant-Garde, Experimental, Musique Concrete, Sound Poetry, Field Recordings",training
035007,EHEIM 1000.220 with PAS,Volker Goes to Spain,Experimental,"Avant-Garde, Experimental, Musique Concrete, Sound Poetry, Field Recordings",training
035008,Gurdonark,Sadness,Experimental,"Avant-Garde, Experimental, Musique Concrete, Sound Poetry, Field Recordings",validation
035182,Garmisch,Glimmer (Album Version),Pop,"Pop, Synth Pop",test
035184,Garmisch,U Fine,Pop,"Pop, Synth Pop",test
035198,Olelé Brut,It's Now or Never (Elvis Presley),Experimental,"Avant-Garde, Unclassifiable, Experimental",test
035199,Olelé Brut,Know (Nick Drake),Experimental,"Avant-Garde, Unclassifiable, Experimental",test
035204,Olelé Brut,Gnossienne No 1 (Erik Satie),Experimental,"Avant-Garde, Unclassifiable, Experimental",test
035296,Dntel,Super Antihistamine,Electronic,"Dubstep, Electronic",training
035299,Mochipet,Petdestroyer,Electronic,"Dubstep, Electronic",training
035443,Leonard Mynx,Song With No Name,Folk,"Folk, Singer-Songwriter",training
035444,James Beaudreau,Wick,Experimental,"Improv, Experimental",training
035462,MV Carbon,Solo improvisation,Experimental,"Noise, Avant-Garde, Experimental",validation
035527,Lorenzo's Music,Downtown,Rock,Rock,training
035534,Lorenzo's Music,Feed The One,Rock,Rock,training
035535,Lorenzo's Music,Old Old Story,Rock,Rock,training
035537,Lorenzo's Music,Indian Summer,Rock,Rock,training
035539,Lorenzo's Music,Oh Oh Oh,Rock,Rock,training
035541,Lorenzo's Music,After All That's Happened,Rock,Rock,training
035543,Lorenzo's Music,It Could Be You,Rock,Rock,training
035544,Garmisch,Facing the Sea,Pop,"Pop, Synth Pop",test
035545,Garmisch,Try 01,Pop,"Pop, Synth Pop",test
035549,Garmisch,Laugh Tracks,Pop,"Pop, Synth Pop",test
035550,Garmisch,Glimmer,Pop,"Pop, Synth Pop",test
035569,Ion (Romania),Education After Auschwitz (Bonus Track),Electronic,"Dubstep, Techno, House, Electronic",test
035571,Marvelry Skimmer,Dunebuggy,Rock,"Space-Rock, Psych-Rock, Post-Rock, Rock",training
035608,Stan,Second Hand News,Pop,Pop,test
035734,James Franc-Parler,Animateur commercial intime,Folk,"Psych-Folk, Folk",training
036096,Exteenager,your name is rain,Electronic,Electronic,test
036097,Exteenager,it was magic,Electronic,Electronic,test
036099,Exteenager,morpheus,Electronic,Electronic,test
036143,Kink Slap Simian,Beautiful Android,Electronic,"Ambient Electronic, Electronic, Chill-out, Techno, House, Trip-Hop",training
036144,Shatterfreak,Apollo Wakes,Electronic,"Ambient Electronic, Electronic, Chill-out, Dubstep, House",training
036145,Shatterfreak,In a Dream Where I'm Sleeping,Electronic,"Ambient Electronic, Electronic, Chill-out, Dubstep, House",training
036146,Shatterfreak,In The Face Of,Electronic,"Ambient Electronic, Electronic, Chill-out, Dubstep, House",training
036147,Shatterfreak,PMoos - Champagne Dreamz (Shatterfreak's 0% Alcohol Remix),Electronic,"Ambient Electronic, Electronic, Chill-out, Dubstep, House",training
036245,mo-seph,::Intro,Electronic,"Ambient Electronic, Electronic, Chill-out, House, Trip-Hop",validation
036257,mo-seph,::Flowers,Electronic,"Ambient Electronic, Electronic, Chill-out, House, Trip-Hop",validation
036258,mo-seph,Contact,Electronic,"Ambient Electronic, Electronic, Chill-out, House, Trip-Hop",validation
036261,mo-seph,Audhumla,Electronic,"Ambient Electronic, Electronic, Chill-out, House, Trip-Hop",validation
036272,Demiran Ćerimović and His Orkestar,"Competition Rehearsal, Song 1",International,"International, Balkan",training
036273,Demiran Ćerimović and His Orkestar,"Competition Rehearsal, Song 2",International,"International, Balkan",training
036275,Demiran Ćerimović and His Orkestar,"Restaurant Concert, Song 1",International,"International, Balkan",training
036277,Demiran Ćerimović and His Orkestar,"Restaurant Concert, Song 2",International,"International, Balkan",training
036302,Asthmatic Astronaut,Horn's for breakfast,Hip-Hop,"Alternative Hip-Hop, Hip-Hop",test
036304,Burning Bright,the cherry tree,Hip-Hop,Hip-Hop,training
036322,Delgarma,Sweet as a cat,Folk,Folk,training
036333,Delgarma,Wedding,Folk,Folk,training
036371,ZOE.LEELA,U.G.L.Y. (CC BY-NC-SA 3.0),Pop,Pop,training
036380,Pixelord,Cybernator (CC BY-NC-SA 3.0),Electronic,"Skweee, Dubstep, Electronic",training
036388,ZOE.LEELA,Bridges,Pop,Pop,training
036428,Bitbasic,The lack of anything good,Electronic,Electronic,training
036435,Bitbasic,Please Mind the Dubstep,Electronic,Electronic,training
036481,Las Ruinas,fashion city,Rock,"Indie-Rock, Rock",training
036526,Lou Barlow,Faith Defies the Night,Rock,"Indie-Rock, Rock",training
036560,Manuel J Grotesk,09 jungle,Pop,"Pop, Experimental Pop, Synth Pop",validation
036567,Kommissar Hjuler,Blue Orchid (The White Stripes),Experimental,"Sound Collage, Avant-Garde, Sound Poetry, Experimental",training
036614,Amil Byleckie,sCare bears,Pop,"Pop, Synth Pop",training
036615,Amil Byleckie,Owl be yours,Pop,"Pop, Synth Pop",training
036616,Amil Byleckie,three horses,Pop,"Pop, Synth Pop",training
036618,Amil Byleckie,the deceptive time machine,Pop,"Pop, Synth Pop",training
036643,Amil Byleckie,Desperate Den of Snakes,Pop,"Pop, Synth Pop",training
036659,All India Radio,Lucky,Electronic,"Ambient Electronic, Electronic",training
036799,Rully Shabara & Wukir,Tanah,Experimental,Experimental,test
036959,Garmisch,Facing the Sea (Album Version),Pop,"Pop, Synth Pop",test
036961,Garmisch,Requiem for Wolf,Pop,"Pop, Synth Pop",test
036965,Garmisch,U Fine (TSP's 8-Bit Edit),Pop,"Pop, Synth Pop",test
036966,Garmisch,Glimmer (mGee's the Boom and the Bap Remix),Pop,"Pop, Synth Pop",test
036983,Black Ant,B.,Hip-Hop,Hip-Hop,training
036984,Black Ant,Natural Organics,Hip-Hop,Hip-Hop,training
036985,Black Ant,Mother Earth,Hip-Hop,Hip-Hop,training
036986,Black Ant,Sleep.,Hip-Hop,Hip-Hop,training
036987,Black Ant,james p. funk 2,Hip-Hop,Hip-Hop,training
036988,Black Ant,Damn.,Hip-Hop,Hip-Hop,training
036990,Black Ant,Brain HOle 9,Hip-Hop,Hip-Hop,training
036992,Black Ant,Space Goat Remix,Hip-Hop,Hip-Hop,training
036994,Black Ant,Put it together,Hip-Hop,Hip-Hop,training
036997,Black Ant,Abstract Concepts - What up in the streets,Hip-Hop,Hip-Hop,training
036998,Exteenager,bonsoir tiroir!,Electronic,Electronic,test
036999,Demiran Ćerimović and His Orkestar,"Restaurant Concert, Song 3",International,"International, Balkan",training
037041,MV Carbon & Philip White,Improvisation,Experimental,"Noise, Experimental",training
037111,Nigel Simmons,Devil's Candy Shop,Instrumental,"Soundtrack, Instrumental",training
037113,Weirdomusic,Very Scary (Part 2),Instrumental,"Soundtrack, Instrumental",training
037119,Lee Rosevere,Dark Hallway,Instrumental,"Ambient, Soundtrack, Instrumental",training
037121,Jeffrey Letterly,The Story of the Stairs,Experimental,Experimental,training
037131,Pharmacom,Dracular's Revenge,Electronic,"Chiptune, Chip Music, Dance, Electronic",training
037136,X-tokyo-river-god,Don't Think I Don't Miss You,Pop,"Pop, Experimental Pop",training
037141,Urban Inbreed,Eller,Instrumental,"Soundtrack, Instrumental",training
037147,Zombie Raiders,Soul of the Demon,Rock,"Rock, Metal",training
037324,Zuby Nehty,Synecek (Little Son),Pop,"Pop, Experimental Pop",training
037325,Zuby Nehty,Bili_Ptaci (White Birds),Pop,"Pop, Experimental Pop",training
037368,Útidúr,Fisherman's Friend,Pop,"Pop, Experimental Pop",training
037369,Útidúr,Grasping for Thoughts,Pop,"Pop, Experimental Pop",training
037416,Church Of When The Shit Hits The Fan,Octo Gate,Hip-Hop,"Rap, Hip-Hop",training
037417,Church Of When The Shit Hits The Fan,Locust Ritual,Hip-Hop,"Rap, Hip-Hop",training
037423,Church Of When The Shit Hits The Fan,Crimson Snow,Hip-Hop,"Rap, Hip-Hop",training
037538,The Superfools,Latin Electronico,Experimental,"Sound Collage, Experimental",training
037592,The Communion,Tablespoon Cataract,Rock,"Black-Metal, Thrash, Rock, Hardcore, Punk, Metal",training
037725,Bardo Pond,The Stars Behind,Rock,"Psych-Rock, Rock",training
037727,Bardo Pond,Tommygun Angel,Rock,"Psych-Rock, Rock",training
037730,Bardo Pond,Sometimes Words,Rock,"Psych-Rock, Rock",training
037731,Bardo Pond,Limerick,Rock,"Psych-Rock, Rock",training
037779,La Rainbow Toy Orchestra,Carroussel,Experimental,"Experimental, Novelty",training
037781,La Rainbow Toy Orchestra,El Circo de Nunca Jamás,Experimental,"Experimental, Novelty",training
037784,La Rainbow Toy Orchestra,My Little Pony,Experimental,"Experimental, Novelty",training
037859,The Itchy Creeps,In The Hall Of The Mountain King,Rock,"Psych-Rock, Rock",training
037911,Limonadiac,A Dyslexic Dumb Dead Voice,Instrumental,"Ambient, Soundtrack, Instrumental",training
037920,Wizwars,8 Bit Raceway,Electronic,"Chiptune, Chip Music, Electronic",training
038312,James Yates,A72,Experimental,"Minimalism, Experimental",training
038321,Tommy Tornado,Door Peeper,International,"International, Reggae - Dancehall, Reggae - Dub",training
038323,Unza Unza Orkstar,Unza Unza live at Pacific Parc De Dichter,International,"International, Romany (Gypsy), Polka, Europe",training
038326,Tchakare Kanyembe,Tchakare Kanyembe track 03,International,"Afrobeat, International, African",training
038351,Mastermind XS,Memories of a machine,International,"International, Reggae - Dub",training
038352,Mastermind XS,Business of panic (instrumental),International,"International, Reggae - Dub",training
038353,Mastermind XS,Sunny day (instrumental),International,"International, Reggae - Dub",training
038354,Mastermind XS,Not free but not afraid (instrumental),International,"International, Reggae - Dub",training
038361,A Way,First Wind,Folk,"Free-Folk, Folk",training
038362,A Way,Around Under,Folk,"Free-Folk, Folk",training
038363,A Way,Conclusion,Folk,"Free-Folk, Folk",training
038365,Mastermind XS,Stop that mission (instrumental),International,"International, Reggae - Dub",training
038399,Stealing Orchestra,"O Pastor, a Droga e as Visões",Folk,Folk,training
038435,Kraus,Beloved Girlfriend,Rock,"Psych-Rock, Rock",training
038450,Children for Breakfast,Let the little children come to me,Experimental,"Noise, Experimental",training
038522,Transmitters,Cellos,Rock,"New Wave, Punk, Rock",training
038557,Party People in a Can,Surfing With My 2 Little Brothers,Rock,"Rock, Surf, Garage",training
038560,Party People in a Can,Diesel Rainbow Surface,International,"International, Reggae - Dub",training
038775,Sláinte,"Kesh Jig, Leitrim Fancy",International,"Celtic, International",test
038776,Sláinte,Silver Spear,International,"Celtic, International",test
038777,Sláinte,Star of the County Down,International,"Celtic, International",test
038778,Sláinte,"Gander in the Pratie Hole, Morrison's Jig, Drowsy Maggie",International,"Celtic, International",test
038779,Sláinte,Carolan's Draught,International,"Celtic, International",test
038780,Sláinte,Maid Behind the Bar,International,"Celtic, International",test
038781,Sláinte,"Denis Murphy's, John Ryan's",International,"Celtic, International",test
038782,Sláinte,Wild Mountain Thyme,International,"Celtic, International",test
038783,Sláinte,Banish,International,"Celtic, International",test
038784,Sláinte,Julia Delaney,International,"Celtic, International",test
038785,Sláinte,"Si Beag Si Mor, Snowy Path",International,"Celtic, International",test
038817,Sláinte,The Banshee. Gravel Walks. The Old Copperplate,International,"Celtic, International",test
038818,Sláinte,Mairi's Wedding,International,"Celtic, International",test
038819,Sláinte,The Butterfly. Kid on the Mountain,International,"Celtic, International",test
038820,Sláinte,Fear a Bhata,International,"Celtic, International",test
038821,Sláinte,Britches Full of Stitches. Munster Bank. Bill Sullivan's (The A Polkas),International,"Celtic, International",test
038822,Sláinte,The Manx Lullaby,International,"Celtic, International",test
038823,Sláinte,Scully's Reel. Mrs McLeod's. Cooley's Reel,International,"Celtic, International",test
038824,Sláinte,Lakes of Pontchartrain,International,"Celtic, International",test
038825,Sláinte,Lark in the Morning. The Atholl Highlanders,International,"Celtic, International",test
038826,Sláinte,She Moved Through the Fair,International,"Celtic, International",test
038827,Sláinte,The Crosses of Annagh. The Humors of Tulla. The Cup of Tea,International,"Celtic, International",test
038828,Sláinte,Denis Murphy's Polka. I'll Tell Me Ma. John Ryan's Polka,International,"Celtic, International",test
038829,Sláinte,Fanny Power,International,"Celtic, International",test
038830,Sláinte,Jig of Slurs. Dublin Reel - Merry Blacksmith. The Mountain Road,International,"Celtic, International",test
038833,Sláinte,Black Velvet Band,International,"Celtic, International",test
038834,Sláinte,Sally Gardens,International,"Celtic, International",test
038847,Ambient Fabric,Ambiguity,Experimental,"Avant-Garde, Experimental, Electroacoustic, Musique Concrete, Field Recordings",training
038859,Gurdonark,Berries,Experimental,"Avant-Garde, Experimental, Electroacoustic, Musique Concrete, Field Recordings",validation
038878,Anders Ilar,Traveller,Electronic,"Minimal Electronic, Ambient Electronic, Electronic",training
038879,File Under Toner,"the beginning, actually",Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038880,File Under Toner,favorites,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038881,File Under Toner,and who gives a shit,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038882,File Under Toner,speedmetal machine music,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038884,File Under Toner,surf ace noise,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038886,File Under Toner,magic,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038887,File Under Toner,high fidelity,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038888,File Under Toner,party,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038890,File Under Toner,sex machine,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038891,File Under Toner,justified,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038892,File Under Toner,moi non plus,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038893,File Under Toner,fahr far fun,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038894,File Under Toner,name that tune,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038895,File Under Toner,howlin' wolf,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038896,File Under Toner,sardana,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038898,File Under Toner,violins,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038899,File Under Toner,fly me to the moon,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038900,File Under Toner,hello dolly,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038901,File Under Toner,rock around the click,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038902,File Under Toner,la valse Ã  mille echos,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038904,File Under Toner,typewriting,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038905,File Under Toner,si los curas,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038906,File Under Toner,horses,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038907,File Under Toner,take me to the movies,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038908,File Under Toner,look ma no hands,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038910,File Under Toner,greyish,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038911,File Under Toner,pink remedy,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038912,File Under Toner,ego,Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038914,File Under Toner,"whip me, christy",Experimental,"Experimental, Unclassifiable, Field Recordings",validation
038955,Liam Stewart,Bird Of Prey,Pop,Pop,training
038961,The Pop Winds,Feel It,Pop,Pop,training
038964,Talulah Lotus,The Robots,Experimental,"Improv, Experimental",training
038965,Talulah Lotus,Lullaby,Experimental,"Improv, Experimental",training
038966,Talulah Lotus,Horrorphone,Experimental,"Improv, Experimental",training
038967,Talulah Lotus,Spooky,Experimental,"Improv, Experimental",training
039188,U Can Unlearn Guitar,Get Wright With Gould (more Surfjams with Sufjan),Experimental,"Noise, Avant-Garde, Experimental",training
039259,U Can Unlearn Guitar,Murder in The Dark,Experimental,Experimental,training
039278,U Can Unlearn Guitar,"Chicago, Etc.",Experimental,"Avant-Garde, Experimental",training
039291,Meme,Citylife (Meme vs Xan),Electronic,"Dance, Electronic",training
039298,Gina Artworth,Fourty niners,Rock,Rock,training
039316,John Badger & The Moustache Riders of Doom,Hart Island,Experimental,"Unclassifiable, Experimental, Drone",test
039317,John Badger & The Moustache Riders of Doom,Brave New World,Experimental,"Unclassifiable, Experimental, Drone",test
039318,John Badger & The Moustache Riders of Doom,A Dream of Heaven in a Terminal Ward,Experimental,"Unclassifiable, Experimental, Drone",test
039357,Dubosmium,Waragine a ragine,International,"International, Reggae - Dub",training
039359,i'dawn,The last hours of sunshine,Rock,Rock,training
039378,U Can Unlearn Guitar,Most Polite are Imaginary My Friends (R Knot-sh!),Experimental,"Noise, Avant-Garde, Experimental",training
039484,U Can Unlearn Guitar,Minoree,Experimental,"Noise, Avant-Garde, Experimental",training
039488,Jay Martinez,CELTIC IN BRAZIL,Folk,Folk,training
039530,Liam Stewart,Bird Of Prey (Album Version),Pop,"Pop, Synth Pop",training
039605,UltraCat,Disco High,Electronic,"House, Electronic",test
039607,UltraCat,Unexpected Little Happenings,Electronic,"House, Electronic",test
039658,Quiet Hooves,Hott R Nott,Pop,"Pop, Experimental Pop",training
039659,Quiet Hooves,Good Moves,Pop,"Pop, Experimental Pop",training
039660,Quiet Hooves,Womb,Pop,"Pop, Experimental Pop",training
039661,Quiet Hooves,AVP,Pop,"Pop, Experimental Pop",training
039662,Quiet Hooves,Bigg Boy,Pop,"Pop, Experimental Pop",training
039663,Quiet Hooves,Til It Stops Talkin,Pop,"Pop, Experimental Pop",training
039664,Quiet Hooves,My Girl,Pop,"Pop, Experimental Pop",training
039665,Quiet Hooves,Can't Catch A Break,Pop,"Pop, Experimental Pop",training
039666,Quiet Hooves,Meals On Wheels,Pop,"Pop, Experimental Pop",training
039667,Quiet Hooves,Your Troubles + Feelin Down,Pop,"Pop, Experimental Pop",training
039875,Uton,Sexual Energy,Experimental,"Noise, Avant-Garde, Experimental",training
039900,Uton,Air Stairs,Experimental,"Noise, Avant-Garde, Experimental",training
039904,Uton,As The Times Ends Comes The Fire,Experimental,"Noise, Avant-Garde, Experimental",training
040121,Sun Araw,Last Chants,Experimental,"Experimental, Drone",training
040122,Sun Araw,Deep Cover,Experimental,"Experimental, Drone",training
040123,Sun Araw,Heavy Deeds,Experimental,"Experimental, Drone",training
040133,Behold! The Living Corpse,Two Headed Baby,Rock,"Thrash, Rock, Loud-Rock, Hardcore, Noise-Rock, Punk, Sludge, Metal",training
040134,Behold! The Living Corpse,Death March,Rock,"Thrash, Rock, Loud-Rock, Hardcore, Noise-Rock, Punk, Sludge, Metal",training
040139,Krestovsky,Horror,Rock,"Indie-Rock, Rock",training
040141,Krestovsky,"A Sure Thing (""wedding song"")",Rock,"Indie-Rock, Rock",training
040147,Gwilly Edmondez,Opening Title,Experimental,Experimental,training
040161,Gwilly Edmondez,Tarantella Tomatoes,Experimental,Experimental,training
040180,Kuuleminen Asiat,Sweet Lily,Experimental,"Electroacoustic, Sound Art, Experimental",training
040182,Kuuleminen Asiat,Wires On Words,Experimental,"Electroacoustic, Sound Art, Experimental",training
040229,Big Blood,The Sound & The Sea,Folk,Folk,test
040230,Big Blood,Lay Your Head On The Rails (& Comeback),Folk,Folk,test
040231,Big Blood,Mouth of Seven Tongues,Folk,Folk,test
040232,Big Blood,South of Portland,Folk,Folk,test
040233,Big Blood,Destin Rain,Folk,Folk,test
040234,Big Blood,Oh My Child,Folk,Folk,test
040235,Big Blood,"This is Record, OK?",Folk,Folk,test
040236,Big Blood,Waiting Is ...,Folk,Folk,test
040237,Big Blood,Moo-Hoo,Folk,Folk,test
